"Gene_ID","Gene_name","Fourier_score","P_value","FDR"
"YOR073W","SGO1",8.74665876498969,4e-05,0.0012561797752809
"YOR074C","CDC21",8.35592783177176,0.00016,0.00249832402234637
"YOR075W","UFE1",8.32276174220911,0.00041,0.0043407196969697
"YOR076C","SKI7",2.41146094447385,0.72189,0.79451961015948
"YOR077W","RTS2",4.07633422112644,0.3234,0.474827048319328
"YOR078W","BUD21",2.3560707287409,0.6903,0.770522563897764
"YOR079C","ATX2",6.28183022138091,0.03257,0.0964845257021728
"YOR080W","DIA2",5.25772011767677,0.13619,0.270348757102273
"YOR081C","TGL5",7.03461831802847,0.01653,0.0579690715181932
"YOR083W","WHI5",8.38323869264553,8e-04,0.00673493975903615
"YOR085W","OST3",6.60266113286143,0.02679,0.0830594009983361
"YOR086C","TCB1",7.90069671530492,0.00125,0.00911016949152542
"YOR087W","YVC1",1.41333672669579,0.88771,0.916060347055566
"YOR089C","VPS21",5.15775812713034,0.14617,0.283613432835821
"YOR090C","PTC5",7.92591011728793,0.00201,0.01279715261959
"YOR091W","TMA46",4.00240942914339,0.33401,0.483935527338689
"YOR092W","ECM3",4.73069240581003,0.20539,0.356223790322581
"YOR093C","YOR093C",4.95006841739567,0.15892,0.299313611859838
"YOR094W","ARF3",3.75527932669821,0.40836,0.547943446951512
"YOR095C","RKI1",6.40446774278676,0.03781,0.10805618609407
"YOR096W","RPS7A",3.77061435056229,0.39053,0.532521769868357
"YOR097C","YOR097C",4.06729315677746,0.32643,0.477681596858639
"YOR098C","NUP1",2.36768938572013,0.69198,0.771745414673046
"YOR099W","KTR1",8.63227410311936,0.00013,0.0022709375
"YOR100C","CRC1",4.31046933824819,0.26316,0.417086589169266
"YOR101W","RAS1",6.54884917180425,0.01506,0.0547369310793238
"YOR103C","OST2",6.73229975315874,0.01561,0.0557927749360614
"YOR104W","PIN2",7.51209314403077,0.00074,0.00649387755102041
"YOR106W","VAM3",4.08920967178163,0.32875,0.480077200313398
"YOR107W","RGS2",4.8908513442012,0.18285,0.329401063486948
"YOR108W","LEU9",6.25691669301727,0.02128,0.0700973482616382
"YOR109W","INP53",6.10521514869478,0.0425,0.117727948463826
"YOR110W","TFC7",8.50811199762785,0.00036,0.00400876494023904
"YOR111W","YOR111W",8.15618571438958,0.00058,0.00558037865748709
"YOR112W","CEX1",8.22296120922183,0.00038,0.004148828125
"YOR113W","AZF1",9.04294956868239,0.00011,0.00209863481228669
"YOR114W","YOR114W",7.49678801403974,0.00213,0.0134235625704622
"YOR115C","TRS33",8.20409596958451,0.00067,0.00606035598705502
"YOR116C","RPO31",2.58378388368082,0.63953,0.732679467213115
"YOR117W","RPT5",3.58496861267301,0.42782,0.563770344177275
"YOR118W","RTC5",8.78364616305411,3e-05,0.00106815286624204
"YOR119C","RIO1",2.52211250775394,0.6554,0.744568461694777
"YOR120W","GCY1",4.66144440380908,0.0855,0.195238970588235
"YOR122C","PFY1",6.01766512783186,0.0631,0.156977748108589
"YOR123C","LEO1",3.14530555298366,0.53083,0.647607965953732
"YOR124C","UBP2",6.28686427935317,0.04483,0.122542640586797
"YOR125C","CAT5",7.86443126158565,0.00292,0.0166899795501022
"YOR126C","IAH1",8.01295392414144,0.00171,0.0114477844311377
"YOR127W","RGA1",6.67189966683109,0.03065,0.0921448387096774
"YOR128C","ADE2",2.42792400896578,0.69365,0.772526423735563
"YOR129C","AFI1",6.04799418018222,0.06219,0.155386014298481
"YOR130C","ORT1",4.56028566521418,0.24789,0.401770107277472
"YOR131C","YOR131C",8.45402502252904,0.00033,0.00378788501026694
"YOR132W","VPS17",7.13860272687622,0.00237,0.0144632096069869
"YOR133W","EFT1",5.17235233895348,0.14699,0.284884684684685
"YOR134W","BAG7",2.60296399818531,0.64853,0.739748275862069
"YOR136W","IDH2",3.65133032912376,0.41513,0.55383692124105
"YOR137C","SIA1",1.42711615788977,0.88401,0.913264054703382
"YOR138C","RUP1",5.072709960283,0.15988,0.300716419919246
"YOR140W","SFL1",0.651469848497636,0.97437,0.980685685992078
"YOR141C","ARP8",7.00150571806756,0.01461,0.0534838899803536
"YOR142W","LSC1",6.03291449461363,0.05508,0.142019003690037
"YOR143C","THI80",4.84399873962395,0.1895,0.337896331738437
"YOR144C","ELG1",7.88303413803926,0.00071,0.00629984126984127
"YOR145C","PNO1",2.77771500948749,0.59727,0.698481025104602
"YOR147W","MDM32",4.67847309879092,0.21436,0.366556255735699
"YOR148C","SPP2",5.36418126827046,0.09723,0.21347827965436
"YOR149C","SMP3",5.58969282664373,0.08609,0.195866137566138
"YOR150W","MRPL23",4.94264283745644,0.16856,0.311796955658504
"YOR151C","RPB2",5.23840573624858,0.14171,0.27795049122807
"YOR152C","YOR152C",4.64397090019664,0.22936,0.381243651501635
"YOR153W","PDR5",8.40830894078946,0.00078,0.00667718223583461
"YOR154W","SLP1",1.85352359256298,0.79902,0.851023985521052
"YOR155C","ISN1",7.16535800702603,0.00486,0.0237893169877408
"YOR156C","NFI1",9.49870719770245,0,0
"YOR157C","PUP1",2.67881198750703,0.62511,0.721002743965339
"YOR158W","PET123",7.68546962541067,0.00185,0.0121094847775176
"YOR159C","SME1",1.62390256694405,0.85698,0.891425046520283
"YOR160W","MTR10",1.15061749052724,0.91799,0.939705511811024
"YOR161C","PNS1",2.14629667323944,0.77139,0.829722936309409
"YOR162C","YRR1",4.12525737023086,0.32445,0.4757805613851
"YOR163W","DDP1",6.7051970301176,0.02398,0.0765871501998858
"YOR164C","GET4",5.28670311710127,0.12488,0.255052685421995
"YOR165W","SEY1",6.92356062109544,0.01984,0.0665699879951981
"YOR166C","SWT1",5.15312548544435,0.14984,0.28833239242685
"YOR167C","RPS28A",3.07630258670104,0.53594,0.65241824912892
"YOR168W","GLN4",1.55895876365617,0.84835,0.885413834951456
"YOR171C","LCB4",2.36851676598956,0.68929,0.770010211830536
"YOR172W","YRM1",4.8831449259658,0.18396,0.330780610932476
"YOR174W","MED4",4.86318779868648,0.19337,0.342069082278481
"YOR175C","ALE1",4.58054275602271,0.23254,0.384244339343778
"YOR176W","HEM15",8.00917307162585,0.00096,0.00761191489361702
"YOR177C","MPC54",6.53610497524916,0.02887,0.0877083152173913
"YOR178C","GAC1",3.60232019371768,0.41998,0.557380864197531
"YOR179C","SYC1",5.48905063418792,0.09455,0.208577150749803
"YOR181W","LAS17",2.29103532195459,0.70617,0.780753619462025
"YOR182C","RPS30B",3.07385706858532,0.5503,0.662826330532213
"YOR183W","FYV12",1.36182229674534,0.88679,0.915618045807167
"YOR184W","SER1",6.04300570532707,0.06155,0.154219856566562
"YOR185C","GSP2",3.99976430793395,0.36387,0.509782781954887
"YOR187W","TUF1",7.51440964671757,0.00271,0.0158295715778474
"YOR188W","MSB1",7.28687225853023,0.00946,0.0385432944606414
"YOR189W","IES4",7.48263882334629,0.00325,0.0181131605184447
"YOR191W","ULS1",8.01187266973213,0.00168,0.011301083032491
"YOR192C","THI72",5.32915107598203,0.12433,0.254475951683748
"YOR193W","PEX27",5.499755080324,0.07731,0.181733767872162
"YOR194C","TOA1",6.87122355185276,0.01564,0.0557929802169751
"YOR195W","SLK19",7.72925442995261,0.00232,0.0142671067106711
"YOR196C","LIP5",2.01934972850543,0.76475,0.825571776061776
"YOR197W","MCA1",5.12879599327429,0.14861,0.286755229547808
"YOR198C","BFR1",6.07028034917707,0.04514,0.12320927734375
"YOR201C","MRM1",6.03902361275077,0.05961,0.150778235294118
"YOR202W","HIS3",1.62408082152257,0.86449,0.896733920950084
"YOR204W","DED1",5.78144243496036,0.03631,0.104409927983539
"YOR205C","GEP3",5.88260734924081,0.07136,0.171397852233677
"YOR206W","NOC2",3.23444589133363,0.5013,0.623835040071238
"YOR207C","RET1",0.885560705870319,0.95067,0.963135320768394
"YOR208W","PTP2",5.08155962655461,0.15987,0.300716419919246
"YOR209C","NPT1",7.78451342396209,0.00161,0.0110023227383863
"YOR210W","RPB10",3.02295160295592,0.53953,0.655295156385752
"YOR211C","MGM1",3.25468172078612,0.49892,0.62225854529228
"YOR212W","STE4",5.16741284416532,0.10098,0.21862052672347
"YOR213C","SAS5",5.13781190122284,0.15274,0.291703655620089
"YOR215C","AIM41",7.96803882549097,0.00059,0.00565711835334477
"YOR216C","RUD3",5.30490871516271,0.12955,0.261911211573237
"YOR217W","RFC1",1.7458161024563,0.81837,0.865414031770045
"YOR219C","STE13",7.54487915157014,0.00546,0.0260199488491049
"YOR220W","RCN2",4.5774965237428,0.24241,0.395295186697783
"YOR221C","MCT1",2.86079807400771,0.59329,0.695135422343324
"YOR222W","ODC2",2.0305864722029,0.76212,0.823555151749468
"YOR223W","YOR223W",1.28651869725302,0.90349,0.928402408088235
"YOR224C","RPB8",5.83955845290965,0.07824,0.183073084972792
"YOR226C","ISU2",6.64542138638623,0.02055,0.0682079525222552
"YOR227W","HER1",5.19238181261804,0.12286,0.252032073394495
"YOR228C","YOR228C",7.52496206998962,0.00642,0.0292245928338762
"YOR229W","WTM2",8.06862258324835,0.00081,0.00680887218045113
"YOR230W","WTM1",7.08363456097467,0.00844,0.0356610733182162
"YOR231W","MKK1",3.12674296550205,0.55177,0.66359601979346
"YOR232W","MGE1",5.11546385649555,0.15328,0.292335448652337
"YOR233W","KIN4",8.55503902967465,0.00035,0.00392871485943775
"YOR234C","RPL33B",3.21083310174048,0.50837,0.628714225663717
"YOR236W","DFR1",7.1215981535025,0.01115,0.0439862385321101
"YOR237W","HES1",7.50841358992778,0.00491,0.0239710917030568
"YOR238W","YOR238W",7.21447444457353,0.0064,0.0291572942135289
"YOR239W","ABP140",6.49607248648178,0.03794,0.108347269014803
"YOR241W","MET7",5.79489067717963,0.07485,0.177142887383573
"YOR243C","PUS7",2.39036544965252,0.69003,0.770475494307969
"YOR244W","ESA1",5.33699149224329,0.07515,0.177726057529611
"YOR245C","DGA1",5.76314605088867,0.06918,0.168210613310135
"YOR246C","YOR246C",9.25428627785148,0,0
"YOR247W","SRL1",5.96831138612462,0.06493,0.160601194690266
"YOR249C","APC5",7.01636852261315,0.01374,0.0512044
"YOR250C","CLP1",8.67726175163358,0.00025,0.00319063926940639
"YOR251C","TUM1",4.14166015436517,0.30662,0.460488074133763
"YOR252W","TMA16",0.595797894081593,0.97727,0.982366354972127
"YOR253W","NAT5",1.34063660054104,0.9161,0.938894555453712
"YOR254C","SEC63",8.01548511467261,0.00065,0.00600578512396694
"YOR255W","OSW1",2.81244466862283,0.59487,0.696548659405111
"YOR256C","TRE2",6.80686507112486,0.01407,0.0520524818001324
"YOR257W","CDC31",6.96734264052233,0.00432,0.0220134913400182
"YOR258W","HNT3",7.1093284093376,0.00974,0.0392832611832612
"YOR259C","RPT4",5.44563659444038,0.1129,0.235753081807994
"YOR260W","GCD1",6.50412278814139,0.02445,0.0775683881952327
"YOR261C","RPN8",6.87405635011304,0.02155,0.070736641221374
"YOR262W","YOR262W",6.78434086081681,0.02082,0.0688992307692308
"YOR264W","DSE3",6.8716036130567,0.02171,0.0711365181711606
"YOR265W","RBL2",4.64978434938287,0.21279,0.364755211526671
"YOR267C","HRK1",3.86173423467262,0.36323,0.509141349047141
"YOR269W","PAC1",3.90346002888936,0.371,0.516278317152103
"YOR270C","VPH1",3.36292522356737,0.48555,0.612139039242219
"YOR271C","FSF1",6.70066459482545,0.02568,0.0805110487941671
"YOR272W","YTM1",3.77620655580617,0.38259,0.525602875399361
"YOR273C","TPO4",6.22782945460687,0.05202,0.136521971830986
"YOR274W","MOD5",3.82297984733892,0.36763,0.512793238522954
"YOR275C","RIM20",7.19302648118665,0.00672,0.0301725301204819
"YOR276W","CAF20",2.93791639167894,0.5778,0.682998942694016
"YOR278W","HEM4",5.92083538287115,0.06546,0.161483406884378
"YOR279C","RFM1",6.03744744538411,0.051,0.134730623818525
"YOR280C","FSH3",7.23152484304413,0.00766,0.0332448757763975
"YOR281C","PLP2",2.45498513593504,0.6662,0.752791186577724
"YOR283W","YOR283W",4.23902985249418,0.28549,0.439154953219593
"YOR284W","HUA2",8.44121179727215,3e-05,0.00106815286624204
"YOR285W","RDL1",6.22095720630976,0.02175,0.071225834797891
"YOR286W","RDL2",8.28466231713696,0.00017,0.00258233695652174
"YOR287C","RRP36",2.28826797643308,0.70557,0.780553394023352
"YOR288C","MPD1",8.96420273305091,0,0
"YOR289W","YOR289W",4.99053893902996,0.12801,0.259642924528302
"YOR290C","SNF2",1.15273238420638,0.93297,0.950829954421149
"YOR291W","YPK9",7.16260755072784,0.01523,0.0551397020725389
"YOR292C","YOR292C",7.54074172571503,0.00079,0.00668093797276853
"YOR293W","RPS10A",3.09803240179243,0.54338,0.658606721595837
"YOR293C-A","YOR293C-A",4.98076985865476,0.16953,0.312660079181788
"YOR294W","RRS1",4.51757110191617,0.24057,0.393473253434668
"YOR295W","UAF30",6.91122409672616,0.02179,0.0712733177296665
"YOR296W","YOR296W",5.17390757996931,0.14617,0.283613432835821
"YOR297C","TIM18",5.34701788109634,0.12557,0.256087668734039
"YOR298C-A","MBF1",1.91417706267768,0.78846,0.842571477728924
"YOR299W","BUD7",1.30840084573018,0.90164,0.92718314937454
"YOR301W","RAX1",7.0907535455481,0.01736,0.0600484230055659
"YOR302W","YOR302W",3.6059308317597,0.41513,0.55383692124105
"YOR303W","CPA1",2.93588582800352,0.59078,0.693211628883291
"YOR304W","ISW2",4.42713130734185,0.26166,0.415297955706985
"YOR304C-A","YOR304C-A",7.62643579197264,0.00245,0.0147263440860215
"YOR305W","RRG7",6.95601318099211,0.01218,0.0468268225584594
"YOR306C","MCH5",4.5004466818139,0.25406,0.407750617283951
"YOR307C","SLY41",6.74414636173181,0.02302,0.0742537795729948
"YOR308C","SNU66",6.07150743782734,0.04877,0.130692377756472
"YOR310C","NOP58",4.85725961804139,0.18751,0.335328470889315
"YOR311C","DGK1",7.45497950133086,0.00761,0.0331049805447471
"YOR312C","RPL20B",3.57713254190494,0.43465,0.569681946072685
"YOR315W","SFG1",6.32334557616501,0.04592,0.124972151898734
"YOR316C","COT1",2.58131475167634,0.65005,0.740675
"YOR317W","FAA1",7.17969328130054,0.00259,0.0152401052631579
"YOR319W","HSH49",3.20604642582535,0.50609,0.627004233156028
"YOR320C","GNT1",7.47169664467822,0.00261,0.015325525210084
"YOR321W","PMT3",9.14003355101899,1e-05,0.000508181818181818
"YOR322C","LDB19",3.42739976840733,0.45786,0.589712163096061
"YOR323C","PRO2",3.52302288527362,0.45215,0.58493832446193
"YOR324C","FRT1",1.64586166030259,0.83872,0.8784794453813
"YOR326W","MYO2",7.29056301517546,0.00639,0.0291572942135289
"YOR327C","SNC2",7.0436981410645,0.01256,0.0476972826086957
"YOR328W","PDR10",3.33281456606748,0.47652,0.604839014979573
"YOR329C","SCD5",2.54378345543602,0.73771,0.806003553993361
"YOR330C","MIP1",6.73210508586066,0.02196,0.0717454120397428
"YOR332W","VMA4",3.84034115451882,0.39124,0.532779006332197
"YOR334W","MRS2",7.98171770366679,0.00126,0.0091591677503251
"YOR335C","ALA1",3.28366125767483,0.48174,0.609235399230943
"YOR336W","KRE5",4.1097623516114,0.31711,0.470443489790506
"YOR337W","TEA1",1.37437868457548,0.88496,0.914066223207687
"YOR339C","UBC11",3.05114094198801,0.54148,0.656888674332827
"YOR340C","RPA43",3.96325352585874,0.34183,0.491006526207605
"YOR341W","RPA190",2.52396792133082,0.65729,0.74604083248731
"YOR342C","YOR342C",6.93564750336442,0.01907,0.0647978128797084
"YOR344C","TYE7",4.73509281993724,0.2168,0.369266920499543
"YOR346W","REV1",8.37178326138234,0.00017,0.00258233695652174
"YOR347C","PYK2",4.38064107428503,0.2752,0.43046440962507
"YOR349W","CIN1",3.33160350981803,0.48054,0.608292255434783
"YOR350C","MNE1",6.33938290257635,0.04075,0.11401026026026
"YOR352W","YOR352W",7.70045524164385,0.00365,0.0197516940948693
"YOR353C","SOG2",3.54209671649764,0.43698,0.57128858746492
"YOR354C","MSC6",8.35779789021538,0.00021,0.00289851851851852
"YOR355W","GDS1",6.80047687342962,0.02451,0.0776705782312925
"YOR356W","YOR356W",7.30996313513275,0.00494,0.0240545296167247
"YOR357C","SNX3",8.58201472426943,0.00013,0.0022709375
"YOR358W","HAP5",5.47170003446673,0.10061,0.218072857696782
"YOR359W","VTS1",2.15896530924782,0.73952,0.806775331772053
"YOR360C","PDE2",4.78446953867741,0.19943,0.349252412280702
"YOR361C","PRT1",3.00698637349924,0.5459,0.659373595505618
"YOR362C","PRE10",2.99948234195966,0.55397,0.66485957492486
"YOR363C","PIP2",2.82593498986708,0.60032,0.700143709576466
"YOR367W","SCP1",6.92939841933019,0.01619,0.0571712571067593
"YOR368W","RAD17",7.27997475226441,0.00197,0.0126143184421535
"YOR369C","RPS12",4.93660385839043,0.18017,0.326010970873786
"YOR370C","MRS6",7.65315472958796,0.0035,0.0191064453125
"YOR371C","GPB1",4.32393996720002,0.27644,0.431788463687151
"YOR372C","NDD1",8.50129041034698,0.00031,0.00366363636363636
"YOR373W","NUD1",8.23964793784164,0.00104,0.00800771349862259
"YOR374W","ALD4",4.21471256335601,0.24939,0.403032697311362
"YOR375C","GDH1",5.63433079855952,0.09657,0.212279315768777
"YOR377W","ATF1",4.48673084554586,0.2413,0.394059888986269
"YOR380W","RDR1",6.84126457320543,0.02211,0.0720669970845481
"YOR381W","FRE3",4.27231893594733,0.28676,0.440744679681056
"YOR382W","FIT2",2.35178069958676,0.69422,0.77258407326299
"YOR383C","FIT3",3.80911134699781,0.37323,0.5179484375
"YOR384W","FRE5",5.82658403322735,0.07865,0.183688100208768
"YOR385W","YOR385W",2.90896214951114,0.58932,0.692225005253204
"YOR386W","PHR1",6.6545880483342,0.02255,0.0731074782608696
"YOR387C","YOR387C",2.33345087601223,0.7071,0.781528399209486
"YOR389W","YOR389W",7.32458077121664,0.00882,0.0369040419161677
"YPL274W","SAM3",3.19202892195946,0.50448,0.626005549389567
"YPL273W","SAM4",4.10255129355126,0.33101,0.482248528262568
"YPL271W","ATP15",5.07045782167272,0.15026,0.288842297111417
"YPL270W","MDL2",5.49565167243605,0.10973,0.231643013595166
"YPL269W","KAR9",8.82096313663971,6e-05,0.00153150684931507
"YPL268W","PLC1",5.74988505201865,0.07235,0.172983960650128
"YPL267W","ACM1",7.5685301920926,0.00039,0.00420868725868726
"YPL266W","DIM1",2.91459448212276,0.56911,0.67630206207483
"YPL265W","DIP5",4.47810763221083,0.24905,0.402832609953704
"YPL263C","KEL3",1.99557365935834,0.77046,0.829321424446583
"YPL262W","FUM1",5.6163285317452,0.09357,0.20674162055336
"YPL260W","YPL260W",6.79701801084811,0.01515,0.0548856124432923
"YPL259C","APM1",2.12760353218449,0.75686,0.819137928363988
"YPL258C","THI21",7.47932552293736,0.00409,0.0212285051067781
"YPL257W","YPL257W",1.11823994424132,0.92811,0.946953549917868
"YPL256C","CLN2",9.03500178200615,0,0
"YPL255W","BBP1",8.79454361697772,1e-05,0.000508181818181818
"YPL254W","HFI1",5.12789909325541,0.15129,0.290123876500858
"YPL253C","VIK1",8.84520461527529,6e-05,0.00153150684931507
"YPL252C","YAH1",6.21614443086524,0.04574,0.124603606237817
"YPL250C","ICY2",3.5027634394031,0.43655,0.571205640065528
"YPL249C-A","RPL36B",4.00254370447928,0.34058,0.489923365928976
"YPL249C","GYP5",6.4408882688644,0.03514,0.101807512953368
"YPL247C","YPL247C",4.6240067800456,0.22956,0.381457749406176
"YPL246C","RBD2",4.12413787762501,0.33358,0.483935527338689
"YPL245W","YPL245W",2.41355016790887,0.69249,0.771745414673046
"YPL244C","HUT1",1.76792481213346,0.81307,0.861622995260664
"YPL243W","SRP68",2.23311556016844,0.72462,0.796739929189615
"YPL242C","IQG1",8.34540749458422,0.00016,0.00249832402234637
"YPL241C","CIN2",8.72166163330371,8e-05,0.00176062992125984
"YPL240C","HSP82",5.76185574457325,0.08584,0.195490675895765
"YPL239W","YAR1",4.37986174169148,0.26249,0.416378859250851
"YPL237W","SUI3",4.44153117159769,0.25964,0.41295409556314
"YPL236C","YPL236C",5.53063798912926,0.10374,0.223234218629715
"YPL235W","RVB2",1.51473974703203,0.86273,0.895406739695507
"YPL234C","VMA11",2.40816679365539,0.70541,0.780553394023352
"YPL233W","NSL1",6.79166705393658,0.02373,0.0760175931232092
"YPL232W","SSO1",9.47815549798656,0,0
"YPL231W","FAS2",3.718203141518,0.40061,0.541276268728854
"YPL230W","USV1",6.57635043284603,0.021,0.0693794326241135
"YPL229W","YPL229W",3.87901857991011,0.35772,0.504708430085815
"YPL228W","CET1",4.32407545691745,0.27415,0.429151078129376
"YPL227C","ALG5",7.61865114824822,0.00223,0.0138507777777778
"YPL226W","NEW1",7.07268393419607,0.01504,0.0546998048145738
"YPL225W","YPL225W",5.73283154972965,0.0229,0.0739947976878613
"YPL224C","MMT2",7.99033619485689,0.001,0.00777468706536857
"YPL223C","GRE1",4.9024820298686,0.17847,0.323806329113924
"YPL222W","FMP40",5.69858010392243,0.06297,0.156793897550111
"YPL221W","FLC1",8.11448983695697,0.00068,0.0061112540192926
"YPL220W","RPL1A",3.82851973285655,0.37008,0.515435591531756
"YPL219W","PCL8",6.66604740487705,0.0242,0.076937976122797
"YPL218W","SAR1",7.02353358245934,0.0141,0.0521289682539683
"YPL217C","BMS1",2.28179828844596,0.706,0.780753619462025
"YPL216W","YPL216W",6.93079764830072,0.00836,0.0355109422492401
"YPL215W","CBP3",8.13420398286076,0.00038,0.004148828125
"YPL214C","THI6",4.69318255522498,0.21474,0.366869376528117
"YPL213W","LEA1",7.66269160480451,0.00633,0.0289563829787234
"YPL212C","PUS1",5.04186096632056,0.16387,0.305520806935645
"YPL211W","NIP7",3.87746151984324,0.35658,0.503863043478261
"YPL210C","SRP72",4.00622348700756,0.33432,0.484032323232323
"YPL209C","IPL1",7.39028426868484,0.0017,0.01139448441247
"YPL208W","RKM1",8.82807945996258,1e-05,0.000508181818181818
"YPL207W","TYW1",3.90173736351293,0.35347,0.500933113757284
"YPL206C","PGC1",4.8153658976609,0.19732,0.346752216284187
"YPL204W","HRR25",6.65784153453991,0.01925,0.0652110236220472
"YPL203W","TPK2",5.56508024671334,0.09245,0.205077579365079
"YPL202C","AFT2",3.78249128293079,0.377,0.520964236282748
"YPL201C","YIG1",3.13620299702195,0.51801,0.637112409240924
"YPL199C","YPL199C",5.19858109491306,0.1423,0.278521358543417
"YPL198W","RPL7B",3.44843290241759,0.45078,0.584048795180723
"YPL196W","OXR1",5.67758134220165,0.07328,0.174535662547934
"YPL195W","APL5",8.14687204010183,0.00108,0.00822506811989101
"YPL194W","DDC1",9.00729339363758,1e-05,0.000508181818181818
"YPL193W","RSA1",1.82009912704562,0.80535,0.855968085915225
"YPL192C","PRM3",2.56564985131199,0.66292,0.750450141757797
"YPL191C","YPL191C",7.55016388702706,0.00257,0.0151703273495248
"YPL190C","NAB3",5.19476118437789,0.14341,0.280203390422929
"YPL189C-A","COA2",2.18354148341258,0.73014,0.800447656403216
"YPL189W","GUP2",6.80378868196266,0.02041,0.0678643281807372
"YPL188W","POS5",4.37599650241744,0.26879,0.42289223191669
"YPL187W","MF(ALPHA)1",5.34621928669895,0.11122,0.233483220720721
"YPL184C","MRN1",2.64959948060251,0.65031,0.740675
"YPL183W-A","RTC6",6.85917517003145,0.01594,0.0565384517766497
"YPL183C","RTT10",3.92046100368629,0.35325,0.500930365296804
"YPL181W","CTI6",1.19382368146968,0.91157,0.935158065700128
"YPL180W","TCO89",5.10669845625648,0.15215,0.291173741869223
"YPL179W","PPQ1",3.32309415718526,0.47524,0.60423361382761
"YPL178W","CBC2",3.92514461098236,0.35118,0.499544020356234
"YPL177C","CUP9",5.22513718255316,0.14223,0.278521015761821
"YPL176C","TRE1",3.77773790853125,0.38756,0.530215467449829
"YPL175W","SPT14",5.09504790051865,0.15643,0.295619912102772
"YPL174C","NIP100",4.74984003747282,0.20441,0.355412721617418
"YPL173W","MRPL40",8.19245981862919,0.00039,0.00420868725868726
"YPL172C","COX10",9.02441823321277,0,0
"YPL170W","DAP1",6.02747126602611,0.06506,0.160851570101725
"YPL169C","MEX67",2.74669761897952,0.61649,0.713790202982601
"YPL168W","YPL168W",7.12454948195722,0.00782,0.0336518860662048
"YPL167C","REV3",5.49821971018588,0.10662,0.227222950819672
"YPL166W","ATG29",5.51529534327356,0.08212,0.189847311827957
"YPL165C","SET6",7.61775253227709,0.00437,0.0221873751135332
"YPL164C","MLH3",6.82974868740696,0.01438,0.0528843421052632
"YPL163C","SVS1",8.47604921806383,0.00036,0.00400876494023904
"YPL162C","YPL162C",6.57503489735208,0.0345,0.100602503912363
"YPL161C","BEM4",7.21138954810173,0.00751,0.0328232212666145
"YPL160W","CDC60",3.70110423396324,0.40797,0.547551572629052
"YPL159C","PET20",5.49443553688062,0.11103,0.233242277339346
"YPL158C","AIM44",7.15409123595195,0.00912,0.0376242066420664
"YPL157W","TGS1",6.00628348651853,0.05671,0.145416926605505
"YPL156C","PRM4",2.17186886960342,0.73598,0.805113150684932
"YPL155C","KIP2",9.155202659065,0,0
"YPL154C","PEP4",4.12316756853396,0.34592,0.495057040450589
"YPL153C","RAD53",8.5748560199312,4e-05,0.0012561797752809
"YPL152W-A","YPL152W-A",5.87400532500384,0.06865,0.167237211328976
"YPL152W","RRD2",8.24410172060872,0.00013,0.0022709375
"YPL151C","PRP46",3.97545410349676,0.34979,0.498426229926077
"YPL150W","YPL150W",6.09376336727608,0.0596,0.150778235294118
"YPL149W","ATG5",4.77727687793262,0.20967,0.36091694863119
"YPL148C","PPT2",6.28448993613649,0.04458,0.121978560939794
"YPL146C","NOP53",2.41127878922347,0.68004,0.762781520866774
"YPL145C","KES1",6.02646001625936,0.04947,0.131962404580153
"YPL144W","POC4",6.70247162050948,0.02405,0.0766911009697661
"YPL143W","RPL33A",3.99716613731387,0.34301,0.492278793324775
"YPL141C","FRK1",8.62583524550541,0,0
"YPL140C","MKK2",7.11599367539262,0.00693,0.0308429140127389
"YPL139C","UME1",3.33924919857687,0.47673,0.604839014979573
"YPL138C","SPP1",7.29685991922982,0.00898,0.0373771682727947
"YPL137C","GIP3",4.05243487257574,0.31903,0.471617451084082
"YPL135W","ISU1",4.63054538386292,0.2203,0.372210546993049
"YPL134C","ODC1",6.81123153684224,0.01206,0.0465254658385093
"YPL133C","RDS2",6.31648138504455,0.04341,0.119361485489424
"YPL132W","COX11",7.31050922205844,0.00772,0.0333499227202473
"YPL131W","RPL5",4.42095853413804,0.27348,0.428582338099243
"YPL129W","TAF14",8.75678221045931,0.00023,0.00301100702576112
"YPL128C","TBF1",7.11938820597196,0.01686,0.0589414634146341
"YPL127C","HHO1",8.35778472537306,0.00039,0.00420868725868726
"YPL126W","NAN1",2.71446989952644,0.61415,0.71207001244297
"YPL125W","KAP120",5.71730383959101,0.08766,0.197987636363636
"YPL124W","SPC29",8.09861936008562,0.00028,0.00341002178649237
"YPL123C","RNY1",7.00116437930093,0.00758,0.0330258768511302
"YPL122C","TFB2",4.31348337219967,0.27958,0.43361653259362
"YPL121C","MEI5",7.9216272740768,0.00187,0.0121975495915986
"YPL120W","VPS30",7.00181646181844,0.00703,0.0312082474226804
"YPL119C-A","YPL119C-A",6.48988698626426,0.03301,0.097170036861506
"YPL119C","DBP1",6.17827389160203,0.0388,0.109930055752661
"YPL118W","MRP51",8.64474824144885,0.00012,0.0021921568627451
"YPL117C","IDI1",6.62241352321865,0.02706,0.0834798013245033
"YPL116W","HOS3",8.8817775835651,9e-05,0.00183613138686131
"YPL115C","BEM3",8.1650851157562,0.00058,0.00558037865748709
"YPL113C","YPL113C",4.19555981951205,0.30491,0.45880131897712
"YPL112C","PEX25",2.1502299578612,0.74077,0.807508638845554
"YPL111W","CAR1",1.98619384693821,0.77367,0.831215702479339
